common_name,month,pounds_caught,year,sci_name,commonname,classcode
vermilion rockfish,december,1255,2007,sebastes miniatus,vermilion rockfish,smin
pacific sardine,december,44637,2007,sardinops sagax,Pacific sardine,ssag
california scorpionfish,december,256,2007,scorpaena guttata,California scorpionfish,sgut
horn shark,december,0,2007,heterodontus francisci,horn shark,hfra
california sheephead,december,0,2007,semicossyphus pulcher,California sheephead,spul
black surfperch,december,0,2007,embiotoca jacksoni,black surfperch,ejac
rubberlip surfperch,december,1,2007,rhacochilus toxotes,rubberlip seaperch,rtox
kelp greenling,january,0,2008,hexagrammos decagrammus,kelp greenling,hdec
halfmoon,january,0,2008,medialuna californiensis,halfmoon,mcal
lingcod,january,0,2008,ophiodon elongatus,lingcod,oelo
opaleye,january,4,2008,girella nigricans,opaleye,gnig
black-and-yellow rockfish,january,0,2008,sebastes chrysomelas,black-and-yellow rockfish,schr
blue rockfish,january,42,2008,sebastes mystinus,blue rockfish,smys
bocaccio rockfish,january,38,2008,sebastes paucispinis,bocaccio,spau
brown rockfish,january,87,2008,sebastes auriculatus,brown rockfish,saur
copper rockfish,january,5,2008,sebastes caurinus,copper rockfish,scau
gopher rockfish,january,186,2008,sebastes carnatus,gopher rockfish,scar
grass rockfish,january,712,2008,sebastes rastrelliger,grass rockfish,sras
kelp rockfish,january,9,2008,sebastes atrovirens,kelp rockfish,satr
vermilion rockfish,january,108,2008,sebastes miniatus,vermilion rockfish,smin
pacific sardine,january,24823,2008,sardinops sagax,Pacific sardine,ssag
california scorpionfish,january,203,2008,scorpaena guttata,California scorpionfish,sgut
california sheephead,january,1087,2008,semicossyphus pulcher,California sheephead,spul
black surfperch,january,12,2008,embiotoca jacksoni,black surfperch,ejac
rainbow surfperch,january,0,2008,hypsurus caryi,rainbow seaperch,hcar
rubberlip surfperch,january,0,2008,rhacochilus toxotes,rubberlip seaperch,rtox
white surfperch,january,0,2008,phanerodon furcatus,white seaperch,pfur
kelp greenling,february,0,2008,hexagrammos decagrammus,kelp greenling,hdec
halfmoon,february,1,2008,medialuna californiensis,halfmoon,mcal
lingcod,february,0,2008,ophiodon elongatus,lingcod,oelo
opaleye,february,0,2008,girella nigricans,opaleye,gnig
black-and-yellow rockfish,february,0,2008,sebastes chrysomelas,black-and-yellow rockfish,schr
blue rockfish,february,46,2008,sebastes mystinus,blue rockfish,smys
bocaccio rockfish,february,25,2008,sebastes paucispinis,bocaccio,spau
brown rockfish,february,90,2008,sebastes auriculatus,brown rockfish,saur
copper rockfish,february,32,2008,sebastes caurinus,copper rockfish,scau
gopher rockfish,february,0,2008,sebastes carnatus,gopher rockfish,scar
grass rockfish,february,1365,2008,sebastes rastrelliger,grass rockfish,sras
kelp rockfish,february,50,2008,sebastes atrovirens,kelp rockfish,satr
vermilion rockfish,february,281,2008,sebastes miniatus,vermilion rockfish,smin
pacific sardine,february,4213,2008,sardinops sagax,Pacific sardine,ssag
california scorpionfish,february,43,2008,scorpaena guttata,California scorpionfish,sgut
california sheephead,february,886,2008,semicossyphus pulcher,California sheephead,spul
black surfperch,february,10,2008,embiotoca jacksoni,black surfperch,ejac
rainbow surfperch,february,0,2008,hypsurus caryi,rainbow seaperch,hcar
rubberlip surfperch,february,0,2008,rhacochilus toxotes,rubberlip seaperch,rtox
white surfperch,february,0,2008,phanerodon furcatus,white seaperch,pfur
kelp greenling,march,0,2008,hexagrammos decagrammus,kelp greenling,hdec
halfmoon,march,0,2008,medialuna californiensis,halfmoon,mcal
lingcod,march,0,2008,ophiodon elongatus,lingcod,oelo
opaleye,march,0,2008,girella nigricans,opaleye,gnig
black-and-yellow rockfish,march,0,2008,sebastes chrysomelas,black-and-yellow rockfish,schr
blue rockfish,march,0,2008,sebastes mystinus,blue rockfish,smys
bocaccio rockfish,march,0,2008,sebastes paucispinis,bocaccio,spau
brown rockfish,march,0,2008,sebastes auriculatus,brown rockfish,saur
copper rockfish,march,0,2008,sebastes caurinus,copper rockfish,scau
gopher rockfish,march,0,2008,sebastes carnatus,gopher rockfish,scar
grass rockfish,march,0,2008,sebastes rastrelliger,grass rockfish,sras
kelp rockfish,march,0,2008,sebastes atrovirens,kelp rockfish,satr
vermilion rockfish,march,0,2008,sebastes miniatus,vermilion rockfish,smin
pacific sardine,march,3,2008,sardinops sagax,Pacific sardine,ssag
california scorpionfish,march,0,2008,scorpaena guttata,California scorpionfish,sgut
california sheephead,march,0,2008,semicossyphus pulcher,California sheephead,spul
black surfperch,march,0,2008,embiotoca jacksoni,black surfperch,ejac
rainbow surfperch,march,0,2008,hypsurus caryi,rainbow seaperch,hcar
rubberlip surfperch,march,0,2008,rhacochilus toxotes,rubberlip seaperch,rtox
white surfperch,march,0,2008,phanerodon furcatus,white seaperch,pfur
kelp greenling,april,0,2008,hexagrammos decagrammus,kelp greenling,hdec
halfmoon,april,0,2008,medialuna californiensis,halfmoon,mcal
lingcod,april,0,2008,ophiodon elongatus,lingcod,oelo
opaleye,april,0,2008,girella nigricans,opaleye,gnig
black-and-yellow rockfish,april,0,2008,sebastes chrysomelas,black-and-yellow rockfish,schr
blue rockfish,april,0,2008,sebastes mystinus,blue rockfish,smys
bocaccio rockfish,april,0,2008,sebastes paucispinis,bocaccio,spau
brown rockfish,april,0,2008,sebastes auriculatus,brown rockfish,saur
copper rockfish,april,0,2008,sebastes caurinus,copper rockfish,scau
gopher rockfish,april,0,2008,sebastes carnatus,gopher rockfish,scar
grass rockfish,april,0,2008,sebastes rastrelliger,grass rockfish,sras
kelp rockfish,april,0,2008,sebastes atrovirens,kelp rockfish,satr
vermilion rockfish,april,0,2008,sebastes miniatus,vermilion rockfish,smin
pacific sardine,april,0,2008,sardinops sagax,Pacific sardine,ssag
california scorpionfish,april,0,2008,scorpaena guttata,California scorpionfish,sgut
california sheephead,april,0,2008,semicossyphus pulcher,California sheephead,spul
black surfperch,april,0,2008,embiotoca jacksoni,black surfperch,ejac
rainbow surfperch,april,0,2008,hypsurus caryi,rainbow seaperch,hcar
rubberlip surfperch,april,0,2008,rhacochilus toxotes,rubberlip seaperch,rtox
white surfperch,april,0,2008,phanerodon furcatus,white seaperch,pfur
kelp greenling,may,38,2008,hexagrammos decagrammus,kelp greenling,hdec
halfmoon,may,0,2008,medialuna californiensis,halfmoon,mcal
lingcod,may,500,2008,ophiodon elongatus,lingcod,oelo
opaleye,may,0,2008,girella nigricans,opaleye,gnig
black-and-yellow rockfish,may,75,2008,sebastes chrysomelas,black-and-yellow rockfish,schr
blue rockfish,may,26,2008,sebastes mystinus,blue rockfish,smys
bocaccio rockfish,may,90,2008,sebastes paucispinis,bocaccio,spau
brown rockfish,may,418,2008,sebastes auriculatus,brown rockfish,saur
copper rockfish,may,221,2008,sebastes caurinus,copper rockfish,scau
gopher rockfish,may,116,2008,sebastes carnatus,gopher rockfish,scar
grass rockfish,may,2498,2008,sebastes rastrelliger,grass rockfish,sras
kelp rockfish,may,3,2008,sebastes atrovirens,kelp rockfish,satr
vermilion rockfish,may,377,2008,sebastes miniatus,vermilion rockfish,smin
pacific sardine,may,1231,2008,sardinops sagax,Pacific sardine,ssag
california scorpionfish,may,21,2008,scorpaena guttata,California scorpionfish,sgut
california sheephead,may,1400,2008,semicossyphus pulcher,California sheephead,spul
black surfperch,may,2,2008,embiotoca jacksoni,black surfperch,ejac
rainbow surfperch,may,1,2008,hypsurus caryi,rainbow seaperch,hcar
rubberlip surfperch,may,0,2008,rhacochilus toxotes,rubberlip seaperch,rtox
white surfperch,may,0,2008,phanerodon furcatus,white seaperch,pfur
kelp greenling,june,9,2008,hexagrammos decagrammus,kelp greenling,hdec
halfmoon,june,0,2008,medialuna californiensis,halfmoon,mcal
lingcod,june,262,2008,ophiodon elongatus,lingcod,oelo
opaleye,june,0,2008,girella nigricans,opaleye,gnig
black-and-yellow rockfish,june,11,2008,sebastes chrysomelas,black-and-yellow rockfish,schr
blue rockfish,june,1,2008,sebastes mystinus,blue rockfish,smys
bocaccio rockfish,june,230,2008,sebastes paucispinis,bocaccio,spau
brown rockfish,june,10,2008,sebastes auriculatus,brown rockfish,saur
copper rockfish,june,54,2008,sebastes caurinus,copper rockfish,scau
gopher rockfish,june,4,2008,sebastes carnatus,gopher rockfish,scar
grass rockfish,june,1549,2008,sebastes rastrelliger,grass rockfish,sras
kelp rockfish,june,19,2008,sebastes atrovirens,kelp rockfish,satr
vermilion rockfish,june,1861,2008,sebastes miniatus,vermilion rockfish,smin
pacific sardine,june,19042,2008,sardinops sagax,Pacific sardine,ssag
california scorpionfish,june,9,2008,scorpaena guttata,California scorpionfish,sgut
california sheephead,june,2042,2008,semicossyphus pulcher,California sheephead,spul
black surfperch,june,0,2008,embiotoca jacksoni,black surfperch,ejac
rainbow surfperch,june,0,2008,hypsurus caryi,rainbow seaperch,hcar
rubberlip surfperch,june,0,2008,rhacochilus toxotes,rubberlip seaperch,rtox
white surfperch,june,0,2008,phanerodon furcatus,white seaperch,pfur
kelp greenling,july,0,2008,hexagrammos decagrammus,kelp greenling,hdec
halfmoon,july,0,2008,medialuna californiensis,halfmoon,mcal
lingcod,july,200,2008,ophiodon elongatus,lingcod,oelo
opaleye,july,1,2008,girella nigricans,opaleye,gnig
black-and-yellow rockfish,july,82,2008,sebastes chrysomelas,black-and-yellow rockfish,schr
blue rockfish,july,0,2008,sebastes mystinus,blue rockfish,smys
bocaccio rockfish,july,74,2008,sebastes paucispinis,bocaccio,spau
brown rockfish,july,0,2008,sebastes auriculatus,brown rockfish,saur
copper rockfish,july,33,2008,sebastes caurinus,copper rockfish,scau
gopher rockfish,july,55,2008,sebastes carnatus,gopher rockfish,scar
grass rockfish,july,1515,2008,sebastes rastrelliger,grass rockfish,sras
kelp rockfish,july,3,2008,sebastes atrovirens,kelp rockfish,satr
vermilion rockfish,july,753,2008,sebastes miniatus,vermilion rockfish,smin
pacific sardine,july,59289,2008,sardinops sagax,Pacific sardine,ssag
california scorpionfish,july,1,2008,scorpaena guttata,California scorpionfish,sgut
california sheephead,july,2091,2008,semicossyphus pulcher,California sheephead,spul
black surfperch,july,0,2008,embiotoca jacksoni,black surfperch,ejac
rainbow surfperch,july,0,2008,hypsurus caryi,rainbow seaperch,hcar
rubberlip surfperch,july,0,2008,rhacochilus toxotes,rubberlip seaperch,rtox
white surfperch,july,0,2008,phanerodon furcatus,white seaperch,pfur
kelp greenling,august,0,2008,hexagrammos decagrammus,kelp greenling,hdec
halfmoon,august,0,2008,medialuna californiensis,halfmoon,mcal
lingcod,august,173,2008,ophiodon elongatus,lingcod,oelo
opaleye,august,0,2008,girella nigricans,opaleye,gnig
black-and-yellow rockfish,august,21,2008,sebastes chrysomelas,black-and-yellow rockfish,schr
blue rockfish,august,42,2008,sebastes mystinus,blue rockfish,smys
bocaccio rockfish,august,125,2008,sebastes paucispinis,bocaccio,spau
brown rockfish,august,0,2008,sebastes auriculatus,brown rockfish,saur
copper rockfish,august,160,2008,sebastes caurinus,copper rockfish,scau
gopher rockfish,august,19,2008,sebastes carnatus,gopher rockfish,scar
grass rockfish,august,1936,2008,sebastes rastrelliger,grass rockfish,sras
kelp rockfish,august,2,2008,sebastes atrovirens,kelp rockfish,satr
vermilion rockfish,august,669,2008,sebastes miniatus,vermilion rockfish,smin
pacific sardine,august,18451,2008,sardinops sagax,Pacific sardine,ssag
california scorpionfish,august,2,2008,scorpaena guttata,California scorpionfish,sgut
california sheephead,august,2765,2008,semicossyphus pulcher,California sheephead,spul
black surfperch,august,0,2008,embiotoca jacksoni,black surfperch,ejac
rainbow surfperch,august,1,2008,hypsurus caryi,rainbow seaperch,hcar
rubberlip surfperch,august,19,2008,rhacochilus toxotes,rubberlip seaperch,rtox
white surfperch,august,0,2008,phanerodon furcatus,white seaperch,pfur
kelp greenling,september,0,2008,hexagrammos decagrammus,kelp greenling,hdec
halfmoon,september,2,2008,medialuna californiensis,halfmoon,mcal
lingcod,september,137,2008,ophiodon elongatus,lingcod,oelo
opaleye,september,0,2008,girella nigricans,opaleye,gnig
black-and-yellow rockfish,september,0,2008,sebastes chrysomelas,black-and-yellow rockfish,schr
blue rockfish,september,83,2008,sebastes mystinus,blue rockfish,smys
bocaccio rockfish,september,145,2008,sebastes paucispinis,bocaccio,spau
brown rockfish,september,23,2008,sebastes auriculatus,brown rockfish,saur
copper rockfish,september,72,2008,sebastes caurinus,copper rockfish,scau
gopher rockfish,september,0,2008,sebastes carnatus,gopher rockfish,scar
grass rockfish,september,1175,2008,sebastes rastrelliger,grass rockfish,sras
kelp rockfish,september,7,2008,sebastes atrovirens,kelp rockfish,satr
vermilion rockfish,september,962,2008,sebastes miniatus,vermilion rockfish,smin
pacific sardine,september,39410,2008,sardinops sagax,Pacific sardine,ssag
california scorpionfish,september,18,2008,scorpaena guttata,California scorpionfish,sgut
california sheephead,september,1259,2008,semicossyphus pulcher,California sheephead,spul
black surfperch,september,2,2008,embiotoca jacksoni,black surfperch,ejac
rainbow surfperch,september,1,2008,hypsurus caryi,rainbow seaperch,hcar
rubberlip surfperch,september,3,2008,rhacochilus toxotes,rubberlip seaperch,rtox
white surfperch,september,0,2008,phanerodon furcatus,white seaperch,pfur
kelp greenling,october,0,2008,hexagrammos decagrammus,kelp greenling,hdec
halfmoon,october,0,2008,medialuna californiensis,halfmoon,mcal
lingcod,october,148,2008,ophiodon elongatus,lingcod,oelo
opaleye,october,2,2008,girella nigricans,opaleye,gnig
black-and-yellow rockfish,october,1,2008,sebastes chrysomelas,black-and-yellow rockfish,schr
blue rockfish,october,198,2008,sebastes mystinus,blue rockfish,smys
bocaccio rockfish,october,527,2008,sebastes paucispinis,bocaccio,spau
brown rockfish,october,34,2008,sebastes auriculatus,brown rockfish,saur
copper rockfish,october,325,2008,sebastes caurinus,copper rockfish,scau
gopher rockfish,october,1,2008,sebastes carnatus,gopher rockfish,scar
grass rockfish,october,530,2008,sebastes rastrelliger,grass rockfish,sras
kelp rockfish,october,14,2008,sebastes atrovirens,kelp rockfish,satr
vermilion rockfish,october,1339,2008,sebastes miniatus,vermilion rockfish,smin
pacific sardine,october,1069,2008,sardinops sagax,Pacific sardine,ssag
california scorpionfish,october,24,2008,scorpaena guttata,California scorpionfish,sgut
california sheephead,october,318,2008,semicossyphus pulcher,California sheephead,spul
black surfperch,october,8,2008,embiotoca jacksoni,black surfperch,ejac
rainbow surfperch,october,0,2008,hypsurus caryi,rainbow seaperch,hcar
rubberlip surfperch,october,7,2008,rhacochilus toxotes,rubberlip seaperch,rtox
white surfperch,october,0,2008,phanerodon furcatus,white seaperch,pfur
kelp greenling,november,0,2008,hexagrammos decagrammus,kelp greenling,hdec
halfmoon,november,0,2008,medialuna californiensis,halfmoon,mcal
lingcod,november,173,2008,ophiodon elongatus,lingcod,oelo
opaleye,november,5,2008,girella nigricans,opaleye,gnig
black-and-yellow rockfish,november,3,2008,sebastes chrysomelas,black-and-yellow rockfish,schr
blue rockfish,november,217,2008,sebastes mystinus,blue rockfish,smys
bocaccio rockfish,november,140,2008,sebastes paucispinis,bocaccio,spau
brown rockfish,november,2,2008,sebastes auriculatus,brown rockfish,saur
copper rockfish,november,477,2008,sebastes caurinus,copper rockfish,scau
gopher rockfish,november,47,2008,sebastes carnatus,gopher rockfish,scar
grass rockfish,november,460,2008,sebastes rastrelliger,grass rockfish,sras
kelp rockfish,november,124,2008,sebastes atrovirens,kelp rockfish,satr
vermilion rockfish,november,284,2008,sebastes miniatus,vermilion rockfish,smin
pacific sardine,november,113342,2008,sardinops sagax,Pacific sardine,ssag
california scorpionfish,november,16,2008,scorpaena guttata,California scorpionfish,sgut
california sheephead,november,3011,2008,semicossyphus pulcher,California sheephead,spul
black surfperch,november,15,2008,embiotoca jacksoni,black surfperch,ejac
rainbow surfperch,november,2,2008,hypsurus caryi,rainbow seaperch,hcar
rubberlip surfperch,november,7,2008,rhacochilus toxotes,rubberlip seaperch,rtox
white surfperch,november,2,2008,phanerodon furcatus,white seaperch,pfur
kelp greenling,december,0,2008,hexagrammos decagrammus,kelp greenling,hdec
halfmoon,december,0,2008,medialuna californiensis,halfmoon,mcal
lingcod,december,0,2008,ophiodon elongatus,lingcod,oelo
opaleye,december,0,2008,girella nigricans,opaleye,gnig
black-and-yellow rockfish,december,0,2008,sebastes chrysomelas,black-and-yellow rockfish,schr
blue rockfish,december,107,2008,sebastes mystinus,blue rockfish,smys
bocaccio rockfish,december,87,2008,sebastes paucispinis,bocaccio,spau
brown rockfish,december,0,2008,sebastes auriculatus,brown rockfish,saur
copper rockfish,december,228,2008,sebastes caurinus,copper rockfish,scau
gopher rockfish,december,8,2008,sebastes carnatus,gopher rockfish,scar
grass rockfish,december,292,2008,sebastes rastrelliger,grass rockfish,sras
kelp rockfish,december,0,2008,sebastes atrovirens,kelp rockfish,satr
vermilion rockfish,december,371,2008,sebastes miniatus,vermilion rockfish,smin
pacific sardine,december,38986,2008,sardinops sagax,Pacific sardine,ssag
california scorpionfish,december,20,2008,scorpaena guttata,California scorpionfish,sgut
california sheephead,december,669,2008,semicossyphus pulcher,California sheephead,spul
black surfperch,december,4,2008,embiotoca jacksoni,black surfperch,ejac
rainbow surfperch,december,0,2008,hypsurus caryi,rainbow seaperch,hcar
rubberlip surfperch,december,0,2008,rhacochilus toxotes,rubberlip seaperch,rtox
white surfperch,december,0,2008,phanerodon furcatus,white seaperch,pfur
kelp greenling,january,0,2009,hexagrammos decagrammus,kelp greenling,hdec
halfmoon,january,0,2009,medialuna californiensis,halfmoon,mcal
lingcod,january,0,2009,ophiodon elongatus,lingcod,oelo
opaleye,january,3,2009,girella nigricans,opaleye,gnig
bat ray,january,0,2009,myliobatis californica,batray,bray
black-and-yellow rockfish,january,25,2009,sebastes chrysomelas,black-and-yellow rockfish,schr
blue rockfish,january,140,2009,sebastes mystinus,blue rockfish,smys
bocaccio rockfish,january,232,2009,sebastes paucispinis,bocaccio,spau
brown rockfish,january,0,2009,sebastes auriculatus,brown rockfish,saur
copper rockfish,january,326,2009,sebastes caurinus,copper rockfish,scau
gopher rockfish,january,44,2009,sebastes carnatus,gopher rockfish,scar
grass rockfish,january,570,2009,sebastes rastrelliger,grass rockfish,sras
kelp rockfish,january,4,2009,sebastes atrovirens,kelp rockfish,satr
vermilion rockfish,january,1521,2009,sebastes miniatus,vermilion rockfish,smin
pacific sardine,january,10654,2009,sardinops sagax,Pacific sardine,ssag
california scorpionfish,january,66,2009,scorpaena guttata,California scorpionfish,sgut
california sheephead,january,2541,2009,semicossyphus pulcher,California sheephead,spul
black surfperch,january,2,2009,embiotoca jacksoni,black surfperch,ejac
rainbow surfperch,january,7,2009,hypsurus caryi,rainbow seaperch,hcar
rubberlip surfperch,january,0,2009,rhacochilus toxotes,rubberlip seaperch,rtox
kelp greenling,february,0,2009,hexagrammos decagrammus,kelp greenling,hdec
halfmoon,february,0,2009,medialuna californiensis,halfmoon,mcal
lingcod,february,0,2009,ophiodon elongatus,lingcod,oelo
opaleye,february,0,2009,girella nigricans,opaleye,gnig
bat ray,february,0,2009,myliobatis californica,batray,bray
black-and-yellow rockfish,february,2,2009,sebastes chrysomelas,black-and-yellow rockfish,schr
blue rockfish,february,82,2009,sebastes mystinus,blue rockfish,smys
bocaccio rockfish,february,256,2009,sebastes paucispinis,bocaccio,spau
brown rockfish,february,19,2009,sebastes auriculatus,brown rockfish,saur
copper rockfish,february,191,2009,sebastes caurinus,copper rockfish,scau
gopher rockfish,february,0,2009,sebastes carnatus,gopher rockfish,scar
grass rockfish,february,514,2009,sebastes rastrelliger,grass rockfish,sras
kelp rockfish,february,3,2009,sebastes atrovirens,kelp rockfish,satr
vermilion rockfish,february,1095,2009,sebastes miniatus,vermilion rockfish,smin
pacific sardine,february,10105,2009,sardinops sagax,Pacific sardine,ssag
california scorpionfish,february,1,2009,scorpaena guttata,California scorpionfish,sgut
california sheephead,february,223,2009,semicossyphus pulcher,California sheephead,spul
black surfperch,february,3,2009,embiotoca jacksoni,black surfperch,ejac
rainbow surfperch,february,0,2009,hypsurus caryi,rainbow seaperch,hcar
rubberlip surfperch,february,0,2009,rhacochilus toxotes,rubberlip seaperch,rtox
kelp greenling,march,0,2009,hexagrammos decagrammus,kelp greenling,hdec
halfmoon,march,0,2009,medialuna californiensis,halfmoon,mcal
lingcod,march,0,2009,ophiodon elongatus,lingcod,oelo
opaleye,march,0,2009,girella nigricans,opaleye,gnig
bat ray,march,0,2009,myliobatis californica,batray,bray
black-and-yellow rockfish,march,0,2009,sebastes chrysomelas,black-and-yellow rockfish,schr
blue rockfish,march,0,2009,sebastes mystinus,blue rockfish,smys
bocaccio rockfish,march,0,2009,sebastes paucispinis,bocaccio,spau
brown rockfish,march,0,2009,sebastes auriculatus,brown rockfish,saur
copper rockfish,march,0,2009,sebastes caurinus,copper rockfish,scau
gopher rockfish,march,0,2009,sebastes carnatus,gopher rockfish,scar
grass rockfish,march,0,2009,sebastes rastrelliger,grass rockfish,sras
kelp rockfish,march,0,2009,sebastes atrovirens,kelp rockfish,satr
vermilion rockfish,march,0,2009,sebastes miniatus,vermilion rockfish,smin
pacific sardine,march,52071,2009,sardinops sagax,Pacific sardine,ssag
california scorpionfish,march,0,2009,scorpaena guttata,California scorpionfish,sgut
california sheephead,march,35,2009,semicossyphus pulcher,California sheephead,spul
black surfperch,march,0,2009,embiotoca jacksoni,black surfperch,ejac
rainbow surfperch,march,0,2009,hypsurus caryi,rainbow seaperch,hcar
rubberlip surfperch,march,0,2009,rhacochilus toxotes,rubberlip seaperch,rtox
kelp greenling,april,0,2009,hexagrammos decagrammus,kelp greenling,hdec
halfmoon,april,0,2009,medialuna californiensis,halfmoon,mcal
lingcod,april,0,2009,ophiodon elongatus,lingcod,oelo
opaleye,april,0,2009,girella nigricans,opaleye,gnig
bat ray,april,0,2009,myliobatis californica,batray,bray
black-and-yellow rockfish,april,0,2009,sebastes chrysomelas,black-and-yellow rockfish,schr
blue rockfish,april,0,2009,sebastes mystinus,blue rockfish,smys
bocaccio rockfish,april,8,2009,sebastes paucispinis,bocaccio,spau
brown rockfish,april,0,2009,sebastes auriculatus,brown rockfish,saur
copper rockfish,april,0,2009,sebastes caurinus,copper rockfish,scau
gopher rockfish,april,0,2009,sebastes carnatus,gopher rockfish,scar
grass rockfish,april,0,2009,sebastes rastrelliger,grass rockfish,sras
kelp rockfish,april,0,2009,sebastes atrovirens,kelp rockfish,satr
vermilion rockfish,april,19,2009,sebastes miniatus,vermilion rockfish,smin
pacific sardine,april,2855,2009,sardinops sagax,Pacific sardine,ssag
california scorpionfish,april,0,2009,scorpaena guttata,California scorpionfish,sgut
california sheephead,april,18,2009,semicossyphus pulcher,California sheephead,spul
black surfperch,april,0,2009,embiotoca jacksoni,black surfperch,ejac
rainbow surfperch,april,0,2009,hypsurus caryi,rainbow seaperch,hcar
rubberlip surfperch,april,0,2009,rhacochilus toxotes,rubberlip seaperch,rtox
kelp greenling,may,0,2009,hexagrammos decagrammus,kelp greenling,hdec
halfmoon,may,0,2009,medialuna californiensis,halfmoon,mcal
lingcod,may,329,2009,ophiodon elongatus,lingcod,oelo
opaleye,may,0,2009,girella nigricans,opaleye,gnig
bat ray,may,0,2009,myliobatis californica,batray,bray
black-and-yellow rockfish,may,10,2009,sebastes chrysomelas,black-and-yellow rockfish,schr
blue rockfish,may,147,2009,sebastes mystinus,blue rockfish,smys
bocaccio rockfish,may,660,2009,sebastes paucispinis,bocaccio,spau
brown rockfish,may,48,2009,sebastes auriculatus,brown rockfish,saur
copper rockfish,may,553,2009,sebastes caurinus,copper rockfish,scau
gopher rockfish,may,11,2009,sebastes carnatus,gopher rockfish,scar
grass rockfish,may,2020,2009,sebastes rastrelliger,grass rockfish,sras
kelp rockfish,may,14,2009,sebastes atrovirens,kelp rockfish,satr
vermilion rockfish,may,1397,2009,sebastes miniatus,vermilion rockfish,smin
pacific sardine,may,1,2009,sardinops sagax,Pacific sardine,ssag
california scorpionfish,may,62,2009,scorpaena guttata,California scorpionfish,sgut
california sheephead,may,1318,2009,semicossyphus pulcher,California sheephead,spul
black surfperch,may,0,2009,embiotoca jacksoni,black surfperch,ejac
rainbow surfperch,may,6,2009,hypsurus caryi,rainbow seaperch,hcar
rubberlip surfperch,may,0,2009,rhacochilus toxotes,rubberlip seaperch,rtox
kelp greenling,june,8,2009,hexagrammos decagrammus,kelp greenling,hdec
halfmoon,june,0,2009,medialuna californiensis,halfmoon,mcal
lingcod,june,282,2009,ophiodon elongatus,lingcod,oelo
opaleye,june,3,2009,girella nigricans,opaleye,gnig
bat ray,june,0,2009,myliobatis californica,batray,bray
black-and-yellow rockfish,june,30,2009,sebastes chrysomelas,black-and-yellow rockfish,schr
blue rockfish,june,105,2009,sebastes mystinus,blue rockfish,smys
bocaccio rockfish,june,251,2009,sebastes paucispinis,bocaccio,spau
brown rockfish,june,8,2009,sebastes auriculatus,brown rockfish,saur
copper rockfish,june,690,2009,sebastes caurinus,copper rockfish,scau
gopher rockfish,june,36,2009,sebastes carnatus,gopher rockfish,scar
grass rockfish,june,1660,2009,sebastes rastrelliger,grass rockfish,sras
kelp rockfish,june,0,2009,sebastes atrovirens,kelp rockfish,satr
vermilion rockfish,june,1932,2009,sebastes miniatus,vermilion rockfish,smin
pacific sardine,june,17279,2009,sardinops sagax,Pacific sardine,ssag
california scorpionfish,june,16,2009,scorpaena guttata,California scorpionfish,sgut
california sheephead,june,2916,2009,semicossyphus pulcher,California sheephead,spul
black surfperch,june,0,2009,embiotoca jacksoni,black surfperch,ejac
rainbow surfperch,june,0,2009,hypsurus caryi,rainbow seaperch,hcar
rubberlip surfperch,june,0,2009,rhacochilus toxotes,rubberlip seaperch,rtox
kelp greenling,july,1,2009,hexagrammos decagrammus,kelp greenling,hdec
halfmoon,july,4,2009,medialuna californiensis,halfmoon,mcal
lingcod,july,311,2009,ophiodon elongatus,lingcod,oelo
opaleye,july,13,2009,girella nigricans,opaleye,gnig
bat ray,july,0,2009,myliobatis californica,batray,bray
black-and-yellow rockfish,july,83,2009,sebastes chrysomelas,black-and-yellow rockfish,schr
blue rockfish,july,12,2009,sebastes mystinus,blue rockfish,smys
bocaccio rockfish,july,83,2009,sebastes paucispinis,bocaccio,spau
brown rockfish,july,28,2009,sebastes auriculatus,brown rockfish,saur
copper rockfish,july,690,2009,sebastes caurinus,copper rockfish,scau
gopher rockfish,july,117,2009,sebastes carnatus,gopher rockfish,scar
grass rockfish,july,1904,2009,sebastes rastrelliger,grass rockfish,sras
kelp rockfish,july,5,2009,sebastes atrovirens,kelp rockfish,satr
vermilion rockfish,july,743,2009,sebastes miniatus,vermilion rockfish,smin
pacific sardine,july,33862,2009,sardinops sagax,Pacific sardine,ssag
california scorpionfish,july,2,2009,scorpaena guttata,California scorpionfish,sgut
california sheephead,july,2515,2009,semicossyphus pulcher,California sheephead,spul
black surfperch,july,1,2009,embiotoca jacksoni,black surfperch,ejac
rainbow surfperch,july,0,2009,hypsurus caryi,rainbow seaperch,hcar
rubberlip surfperch,july,0,2009,rhacochilus toxotes,rubberlip seaperch,rtox
kelp greenling,august,0,2009,hexagrammos decagrammus,kelp greenling,hdec
halfmoon,august,0,2009,medialuna californiensis,halfmoon,mcal
lingcod,august,151,2009,ophiodon elongatus,lingcod,oelo
opaleye,august,10,2009,girella nigricans,opaleye,gnig
bat ray,august,0,2009,myliobatis californica,batray,bray
black-and-yellow rockfish,august,0,2009,sebastes chrysomelas,black-and-yellow rockfish,schr
blue rockfish,august,103,2009,sebastes mystinus,blue rockfish,smys
bocaccio rockfish,august,105,2009,sebastes paucispinis,bocaccio,spau
brown rockfish,august,0,2009,sebastes auriculatus,brown rockfish,saur
copper rockfish,august,86,2009,sebastes caurinus,copper rockfish,scau
gopher rockfish,august,17,2009,sebastes carnatus,gopher rockfish,scar
